worker_id,platform,worker_type,location,age,experience_months,working_hours,daily_income,avg_daily_distance_km,weather_risk,traffic_risk,area_risk,night_work_ratio,historical_incidents,safety_score,days_active_last_30,previous_claims,avg_trip_duration_min,risk_score,risk_level,recommended_premium
W00166,Zepto,Quick_Commerce,Hyderabad,38,76,5.0,777.0,114.3,0.518,0.453,0.387,0.162,0,0.414,12,0,44.7,0.441,MEDIUM,11.86
W00167,Uber,Ride_Hailing,Delhi,20,49,11.8,1345.0,136.4,0.072,0.328,0.44,0.211,0,0.726,28,0,40.1,0.3709,MEDIUM,11.42
W00168,Zomato,Ride_Hailing,Delhi,20,70,6.6,846.0,119.1,0.395,0.107,0.229,0.245,0,0.721,21,0,20.5,0.3225,LOW,9.75
W00169,Uber,Delivery,Mumbai,45,8,3.3,942.0,79.1,0.112,0.233,0.08,0.509,0,0.879,6,1,26.7,0.2265,LOW,9.7
W00170,Swiggy,Quick_Commerce,Hyderabad,31,30,3.3,1115.0,98.6,0.312,0.752,0.227,0.203,0,0.862,14,0,8.0,0.368,MEDIUM,10.52
W00171,Swiggy,Courier,Bengaluru,34,64,4.9,1000.0,109.5,0.028,0.051,0.268,0.445,1,1.0,29,2,28.6,0.2366,LOW,9.88
W00172,Swiggy,Ride_Hailing,Thane,41,6,10.8,950.0,105.1,0.606,0.664,0.288,0.469,1,0.984,13,0,35.1,0.5183,MEDIUM,12.78
W00173,Zepto,Ride_Hailing,Navi_Mumbai,26,57,12.0,350.0,128.1,0.371,0.354,0.481,0.37,0,0.669,22,0,36.1,0.4682,MEDIUM,10.96
W00174,Zepto,Ride_Hailing,Thane,30,17,4.3,1039.0,118.0,0.453,0.227,0.185,0.248,0,0.641,11,0,55.8,0.3396,MEDIUM,10.4
W00175,Blinkit,Ride_Hailing,Navi_Mumbai,19,41,11.5,1665.0,64.7,0.306,0.605,0.317,0.278,1,0.863,25,0,42.3,0.4114,MEDIUM,10.64
W00176,Ola,Courier,Hyderabad,47,61,10.6,1320.0,85.9,0.474,0.798,0.421,0.289,3,0.727,13,0,30.5,0.5502,MEDIUM,13.05
W00177,Zepto,Quick_Commerce,Pune,37,95,3.5,969.0,67.3,0.303,0.136,0.181,0.127,0,0.677,28,1,17.7,0.233,LOW,10.24
W00178,Zomato,Delivery,Navi_Mumbai,25,9,10.3,1265.0,90.6,0.338,0.652,0.211,0.282,0,0.883,10,0,37.5,0.402,MEDIUM,10.56
W00179,Amazon,Delivery,Bengaluru,40,53,3.4,1320.0,19.6,0.058,0.555,0.029,0.095,1,0.762,29,0,33.5,0.1981,LOW,9.44
W00180,Ola,Ride_Hailing,Navi_Mumbai,23,52,5.6,805.0,152.5,0.357,0.283,0.184,0.166,0,0.706,6,1,22.9,0.345,MEDIUM,10.35
W00181,Amazon,Delivery,Hyderabad,47,7,8.3,1540.0,57.7,0.232,0.037,0.561,0.179,0,0.505,5,0,13.9,0.3136,LOW,11.68
W00182,Zomato,Ride_Hailing,Bengaluru,26,59,12.1,1157.0,67.0,0.702,0.823,0.483,0.082,1,0.604,11,0,46.1,0.5697,MEDIUM,13.21
W00183,Ola,Quick_Commerce,Thane,28,8,4.1,991.0,87.9,0.2,0.551,0.265,0.543,0,0.836,16,0,25.2,0.3551,MEDIUM,11.14
W00184,Blinkit,Quick_Commerce,Delhi,51,67,6.5,1657.0,36.8,0.564,0.737,0.356,0.209,1,0.56,29,1,20.9,0.463,MEDIUM,12.71
W00185,Ola,Delivery,Pune,46,20,8.8,376.0,73.3,0.19,0.34,0.258,0.342,0,0.542,20,1,33.0,0.3347,MEDIUM,9.43
W00186,Ola,Quick_Commerce,Navi_Mumbai,43,13,10.4,688.0,90.9,0.162,0.616,0.34,0.159,2,0.869,15,0,31.2,0.3952,MEDIUM,9.61
W00187,Zomato,Quick_Commerce,Hyderabad,40,7,12.2,1325.0,142.7,0.243,0.793,0.539,0.368,2,0.586,10,0,21.6,0.5736,MEDIUM,12.79
W00188,Uber,Delivery,Navi_Mumbai,37,45,7.7,1336.0,90.0,0.456,0.44,0.455,0.464,0,0.74,9,1,27.1,0.4492,MEDIUM,11.53
W00189,Zomato,Ride_Hailing,Mumbai,25,23,11.4,1676.0,70.8,0.093,0.493,0.458,0.153,1,0.902,13,0,9.4,0.355,MEDIUM,11.57
W00190,Uber,Ride_Hailing,Navi_Mumbai,29,45,9.2,350.0,45.6,0.38,0.463,0.584,0.321,0,0.792,21,0,25.7,0.419,MEDIUM,8.2
W00191,Blinkit,Courier,Pune,54,86,5.0,1401.0,159.8,0.527,0.362,0.557,0.593,2,0.887,6,1,9.1,0.5294,MEDIUM,13.15
W00192,Blinkit,Delivery,Mumbai,52,81,8.8,664.0,87.7,0.234,0.238,0.349,0.033,0,0.709,19,1,18.4,0.3015,LOW,8.54
W00193,Blinkit,Delivery,Bengaluru,45,73,6.1,1247.0,87.9,0.432,0.776,0.206,0.57,2,0.382,5,0,32.7,0.5169,MEDIUM,13.88
W00194,Uber,Ride_Hailing,Thane,51,45,10.0,1077.0,37.0,0.25,0.235,0.456,0.426,1,0.791,6,1,21.6,0.3526,MEDIUM,10.76
W00195,Amazon,Delivery,Mumbai,48,11,5.8,1397.0,103.4,0.133,0.615,0.483,0.268,1,0.8,8,0,30.5,0.3967,MEDIUM,12.24
W00196,Swiggy,Ride_Hailing,Pune,33,40,5.6,1018.0,64.4,0.583,0.211,0.129,0.571,2,0.909,19,1,28.8,0.3735,MEDIUM,9.91
W00197,Uber,Quick_Commerce,Thane,45,3,12.5,1454.0,136.5,0.709,0.549,0.22,0.117,1,0.648,29,1,19.1,0.5216,MEDIUM,12.75
W00198,Swiggy,Delivery,Bengaluru,46,12,12.1,810.0,101.3,0.084,0.25,0.543,0.346,0,0.7,6,0,31.9,0.3743,MEDIUM,9.88
W00199,Uber,Ride_Hailing,Mumbai,23,29,7.5,1071.0,89.4,0.337,0.387,0.414,0.09,0,0.852,29,0,24.4,0.3506,MEDIUM,9.63
W00200,Amazon,Courier,Navi_Mumbai,52,67,10.7,1167.0,38.7,0.474,0.245,0.029,0.037,0,0.871,9,0,16.7,0.2655,LOW,10.31
W00201,Uber,Ride_Hailing,Mumbai,36,76,12.8,1687.0,81.6,0.537,0.674,0.302,0.324,0,0.71,26,0,24.5,0.4903,MEDIUM,14.68
W00202,Amazon,Ride_Hailing,Navi_Mumbai,29,60,3.9,1392.0,77.5,0.473,0.643,0.51,0.155,1,0.931,24,0,30.8,0.4274,MEDIUM,12.18
W00203,Ola,Ride_Hailing,Hyderabad,36,25,9.1,1172.0,89.3,0.36,0.432,0.238,0.089,2,0.651,29,0,8.0,0.3866,MEDIUM,11.71
W00204,Blinkit,Delivery,Delhi,30,69,5.5,1324.0,16.0,0.243,0.344,0.133,0.544,0,0.512,30,1,21.9,0.291,LOW,10.43
W00205,Ola,Delivery,Pune,30,96,11.0,1480.0,53.2,0.357,0.264,0.336,0.616,2,0.872,9,0,11.5,0.4075,MEDIUM,12.62
W00206,Zomato,Quick_Commerce,Thane,38,64,4.0,1231.0,67.6,0.236,0.805,0.343,0.079,0,0.711,8,0,23.1,0.3629,MEDIUM,11.0
W00207,Zepto,Ride_Hailing,Navi_Mumbai,55,74,10.9,741.0,102.5,0.171,0.747,0.476,0.086,1,0.821,29,0,27.2,0.4374,MEDIUM,11.52
W00208,Amazon,Delivery,Navi_Mumbai,33,85,5.0,1320.0,17.4,0.059,0.432,0.351,0.074,0,0.772,30,0,39.0,0.226,LOW,10.13
W00209,Zomato,Delivery,Delhi,26,69,7.6,1090.0,133.4,0.195,0.849,0.594,0.326,0,0.691,30,0,34.3,0.5061,MEDIUM,12.08
W00210,Zepto,Courier,Thane,46,85,11.1,976.0,128.5,0.733,0.149,0.1,0.071,3,0.81,16,0,19.4,0.4315,MEDIUM,11.21
W00211,Zomato,Delivery,Hyderabad,29,29,3.7,825.0,50.2,0.604,0.559,0.54,0.466,0,0.881,27,0,39.6,0.4543,MEDIUM,12.19
W00212,Zepto,Quick_Commerce,Delhi,38,30,12.3,1303.0,171.4,0.542,0.353,0.236,0.497,1,0.781,23,0,26.3,0.5107,MEDIUM,13.36
W00213,Zepto,Ride_Hailing,Navi_Mumbai,27,17,5.2,1279.0,93.3,0.548,0.318,0.468,0.21,0,0.796,29,1,8.6,0.4004,MEDIUM,11.71
W00214,Ola,Ride_Hailing,Mumbai,26,18,8.0,766.0,81.2,0.415,0.421,0.638,0.178,0,0.754,8,0,36.2,0.4304,MEDIUM,12.26
W00215,Zepto,Delivery,Delhi,27,54,10.3,713.0,105.8,0.533,0.687,0.296,0.457,2,0.911,15,0,34.4,0.5234,MEDIUM,12.06
W00216,Zomato,Delivery,Pune,31,89,4.2,1762.0,99.6,0.396,0.352,0.532,0.36,0,0.757,26,0,31.0,0.4033,MEDIUM,12.45
W00217,Swiggy,Ride_Hailing,Delhi,54,22,9.1,1401.0,89.1,0.331,0.528,0.486,0.105,1,0.821,23,1,17.4,0.4163,MEDIUM,12.47
W00218,Swiggy,Quick_Commerce,Delhi,43,69,8.2,1130.0,47.0,0.392,0.538,0.493,0.052,0,0.884,30,0,15.7,0.3733,MEDIUM,12.06
W00219,Ola,Delivery,Delhi,44,8,8.9,1312.0,69.7,0.166,0.276,0.704,0.365,0,0.743,28,0,17.5,0.3831,MEDIUM,11.91
W00220,Amazon,Ride_Hailing,Bengaluru,20,94,9.6,936.0,97.5,0.423,0.547,0.147,0.222,2,0.624,24,0,50.1,0.4317,MEDIUM,12.01
W00221,Swiggy,Ride_Hailing,Pune,18,51,7.2,1040.0,114.2,0.291,0.652,0.401,0.287,0,0.814,26,0,45.8,0.427,MEDIUM,12.65
W00222,Ola,Delivery,Bengaluru,31,48,6.0,1108.0,135.4,0.765,0.249,0.696,0.221,1,0.778,17,0,43.0,0.5269,MEDIUM,12.95
W00223,Blinkit,Ride_Hailing,Navi_Mumbai,51,35,4.8,1438.0,69.0,0.329,0.373,0.664,0.621,1,0.544,16,1,16.2,0.462,MEDIUM,12.56
W00224,Zomato,Delivery,Hyderabad,18,93,12.4,605.0,87.8,0.169,,0.304,0.365,0,0.603,22,0,18.6,0.3868,MEDIUM,9.51
W00225,Zepto,Ride_Hailing,Navi_Mumbai,47,41,7.0,743.0,61.9,0.376,0.153,0.359,0.518,0,0.739,17,0,25.4,0.3459,MEDIUM,9.54
W00226,Uber,Delivery,Delhi,49,12,5.8,671.0,123.3,0.309,0.341,0.376,0.313,1,0.59,8,0,55.6,0.4023,MEDIUM,10.18
W00227,Zepto,Ride_Hailing,Hyderabad,28,55,3.5,1399.0,74.1,0.537,0.339,0.338,0.071,0,0.712,14,0,27.9,0.3443,MEDIUM,10.91
W00228,Blinkit,Delivery,Navi_Mumbai,22,57,10.5,1065.0,64.4,0.092,,0.513,0.162,1,0.698,20,1,12.9,0.3632,MEDIUM,11.27
W00229,Ola,Ride_Hailing,Mumbai,23,72,8.3,779.0,87.2,0.409,0.662,0.18,0.536,1,0.657,8,0,10.6,0.4608,MEDIUM,12.32
W00230,Zomato,Ride_Hailing,Thane,20,48,4.9,1022.0,26.4,0.658,0.372,0.102,0.238,0,0.791,11,1,16.0,0.3256,LOW,10.58
W00231,Ola,Courier,Thane,50,27,11.9,879.0,103.9,0.302,0.221,0.386,0.327,0,0.616,19,0,34.1,0.3943,MEDIUM,11.41
W00232,Zepto,Ride_Hailing,Mumbai,47,1,12.3,598.0,74.2,0.432,0.46,0.673,0.586,1,0.899,13,1,20.9,0.5208,MEDIUM,12.99
W00233,Swiggy,Quick_Commerce,Pune,43,95,11.8,1541.0,181.9,0.356,,0.229,0.164,1,0.75,11,0,30.0,0.4806,MEDIUM,12.64
W00234,Zepto,Delivery,Thane,21,19,8.6,1048.0,63.4,0.188,0.373,0.434,0.177,0,0.49,8,0,8.8,0.3483,MEDIUM,10.45
W00235,Ola,Delivery,Mumbai,54,34,6.7,1549.0,75.6,0.407,0.102,0.171,0.469,1,0.538,24,0,23.9,0.341,MEDIUM,12.1
W00236,Zepto,Delivery,Mumbai,44,15,4.6,593.0,120.6,0.502,0.373,0.452,0.436,0,0.834,22,0,16.5,0.4356,MEDIUM,11.31
W00237,Blinkit,Ride_Hailing,Thane,49,23,6.8,1276.0,112.4,0.182,0.614,0.435,0.428,1,0.81,29,1,37.7,0.4297,MEDIUM,11.99
W00238,Ola,Quick_Commerce,Navi_Mumbai,32,6,9.1,595.0,121.3,0.278,0.242,0.588,0.269,0,0.759,6,1,12.7,0.4037,MEDIUM,10.8
W00239,Uber,Courier,Hyderabad,25,33,5.3,1956.0,75.2,0.239,0.574,0.091,0.343,0,0.679,28,0,22.2,0.3246,LOW,11.74
W00240,Blinkit,Ride_Hailing,Delhi,49,92,7.6,495.0,44.9,0.436,0.442,0.321,0.738,2,0.749,30,1,36.0,0.4505,MEDIUM,11.87
W00241,Swiggy,Quick_Commerce,Bengaluru,19,22,8.7,1729.0,178.4,0.587,0.655,0.376,0.092,1,0.396,30,0,24.4,0.565,MEDIUM,14.05
W00242,Blinkit,Delivery,Delhi,24,93,10.3,1093.0,103.1,0.464,0.781,0.392,0.217,0,0.423,26,1,41.4,0.5228,MEDIUM,12.71
W00243,Swiggy,Delivery,Bengaluru,23,61,3.9,1036.0,92.9,0.327,0.505,0.413,0.296,2,0.461,21,1,15.7,0.4318,MEDIUM,12.25
W00244,Blinkit,Quick_Commerce,Navi_Mumbai,21,86,11.7,1306.0,113.2,0.534,0.669,0.447,0.437,0,0.557,18,1,36.9,0.5597,MEDIUM,14.13
W00245,Blinkit,Delivery,Mumbai,38,60,7.6,772.0,,0.166,0.549,0.205,0.678,0,0.478,9,0,28.2,0.3723,MEDIUM,12.74
W00246,Swiggy,Delivery,Pune,26,95,8.8,1375.0,69.0,0.668,0.153,0.229,0.376,2,0.761,16,3,24.3,0.4126,MEDIUM,11.16
W00247,Zepto,Courier,Mumbai,54,53,12.4,1400.0,48.5,0.516,0.231,0.453,0.346,0,0.508,8,2,30.7,0.4299,MEDIUM,12.08
W00248,Uber,Courier,Thane,53,80,4.7,1104.0,90.8,0.584,0.677,0.478,0.189,0,0.563,22,1,8.0,0.4859,MEDIUM,12.27
W00249,Zepto,Ride_Hailing,Bengaluru,24,4,11.8,1188.0,36.8,0.267,0.229,0.09,0.18,1,0.62,14,0,34.5,0.2854,LOW,10.67
W00250,Swiggy,Delivery,Pune,49,90,11.0,1775.0,108.6,0.263,0.543,0.347,0.7,2,0.447,19,0,21.0,0.52,MEDIUM,14.17
W00251,Zomato,Courier,Delhi,19,2,12.9,1328.0,126.4,0.801,0.372,0.097,0.111,0,0.813,12,1,27.7,0.4532,MEDIUM,11.36
W00252,Ola,Delivery,Pune,28,19,6.9,826.0,125.1,0.762,0.342,0.189,0.227,1,0.546,9,1,36.4,0.4702,MEDIUM,11.54
W00253,Zomato,Ride_Hailing,Pune,43,71,4.3,1363.0,100.4,0.382,0.459,0.082,0.164,1,0.689,5,0,32.6,0.3356,MEDIUM,10.63
W00254,Uber,Delivery,Navi_Mumbai,25,25,3.1,912.0,91.7,0.114,0.155,0.466,0.223,0,0.611,17,0,11.5,0.2765,LOW,9.02
W00255,Blinkit,Courier,Thane,20,5,10.9,844.0,70.4,0.324,0.482,0.25,0.028,0,0.875,21,0,42.2,0.336,MEDIUM,11.23
W00256,Zomato,Courier,Thane,23,83,4.4,1279.0,100.7,0.352,0.453,0.57,0.272,1,0.806,9,1,32.7,0.4202,MEDIUM,12.5
W00257,Blinkit,Quick_Commerce,Bengaluru,43,50,6.1,747.0,81.2,0.402,0.5,0.343,0.452,0,0.568,30,0,42.0,0.4238,MEDIUM,10.05
W00258,Swiggy,Delivery,Hyderabad,26,47,12.9,1116.0,19.6,0.312,0.522,0.172,0.311,2,0.88,25,0,32.1,0.3615,MEDIUM,11.8
W00259,Zomato,Ride_Hailing,Mumbai,27,31,7.4,1336.0,63.4,0.093,0.649,0.588,0.15,0,0.653,24,2,21.2,0.3805,MEDIUM,11.56
W00260,Blinkit,Delivery,Pune,25,69,5.3,1768.0,112.7,0.758,0.721,0.371,0.078,1,0.836,23,1,29.3,0.5103,MEDIUM,13.31
W00261,Zepto,Courier,Pune,51,31,10.5,1323.0,45.6,0.264,0.184,0.58,0.47,1,0.932,29,0,26.5,0.3718,MEDIUM,11.38
W00262,Zomato,Delivery,Pune,51,54,5.7,586.0,44.9,0.549,0.497,0.361,0.598,0,0.857,23,0,24.2,0.4264,MEDIUM,10.76
W00263,Uber,Delivery,Thane,48,13,8.3,640.0,78.0,0.628,0.407,0.229,0.55,0,0.568,26,0,48.7,0.4605,MEDIUM,10.94
W00264,Amazon,Quick_Commerce,Mumbai,18,30,4.6,1704.0,10.0,0.144,0.183,0.5,0.333,1,0.789,14,0,24.6,0.2628,LOW,9.73
W00265,Amazon,Ride_Hailing,Thane,27,3,7.6,878.0,110.5,0.211,0.233,0.19,0.28,0,0.696,7,0,56.5,0.3048,LOW,9.88
W00266,Blinkit,Courier,Thane,51,28,4.1,569.0,107.4,0.249,0.164,0.211,0.16,1,0.719,27,1,34.3,0.2769,LOW,8.74
W00267,Ola,Delivery,Mumbai,39,37,10.7,748.0,118.2,0.415,0.613,0.353,0.604,1,0.767,30,0,31.1,0.5204,MEDIUM,12.43
W00268,Uber,Quick_Commerce,Navi_Mumbai,19,72,6.7,1378.0,92.7,0.561,0.435,0.24,0.03,0,0.627,24,1,36.3,0.3848,MEDIUM,10.22
W00269,Blinkit,Delivery,Delhi,27,79,6.2,1139.0,55.1,0.715,0.399,0.037,0.481,2,0.674,10,0,30.5,0.4256,MEDIUM,11.78
W00270,Blinkit,Delivery,Hyderabad,49,52,12.9,1327.0,41.9,0.406,0.566,0.101,0.201,0,0.411,17,0,8.0,0.3886,MEDIUM,10.5
W00271,Uber,Ride_Hailing,Delhi,51,89,11.3,1088.0,104.3,0.603,0.3,0.156,0.486,2,0.747,19,0,26.9,0.4662,MEDIUM,11.98
W00272,Swiggy,Delivery,Thane,34,35,8.5,714.0,110.0,0.288,0.58,0.226,0.187,1,0.702,12,0,25.4,0.3987,MEDIUM,9.37
W00273,Zomato,Ride_Hailing,Navi_Mumbai,23,48,12.4,474.0,45.9,0.466,0.214,0.452,0.268,1,0.592,6,1,20.2,0.4118,MEDIUM,11.02
W00274,Amazon,Delivery,Navi_Mumbai,20,60,5.1,808.0,41.2,0.331,0.806,0.401,0.601,1,0.801,10,1,32.6,0.4536,MEDIUM,11.23
W00275,Uber,Delivery,Thane,26,17,8.7,1143.0,84.3,0.479,0.271,0.329,0.241,1,0.806,7,0,46.0,0.386,MEDIUM,10.42
W00276,Ola,Quick_Commerce,Hyderabad,48,41,12.3,686.0,89.8,0.197,0.744,0.393,0.142,1,0.815,27,0,22.7,0.4337,MEDIUM,10.38
W00277,Ola,Delivery,Delhi,49,87,8.7,1444.0,117.7,0.236,0.601,0.04,0.173,0,0.827,18,2,26.6,0.3384,MEDIUM,11.56
W00278,Zepto,Quick_Commerce,Pune,27,46,6.1,750.0,108.2,0.449,0.443,0.343,0.224,0,0.636,26,0,14.6,0.4091,MEDIUM,11.95
W00279,Swiggy,Quick_Commerce,Pune,55,90,11.1,522.0,82.2,0.364,0.549,0.525,0.28,0,0.788,9,1,11.7,0.4528,MEDIUM,10.74
W00280,Swiggy,Delivery,Navi_Mumbai,51,66,4.4,1100.0,121.2,0.335,0.847,0.13,0.093,0,0.668,15,0,37.9,0.3974,MEDIUM,13.16
W00281,Zomato,Quick_Commerce,Navi_Mumbai,55,17,4.5,1366.0,72.8,0.491,0.561,0.267,0.156,1,0.656,15,0,36.7,0.3958,MEDIUM,11.94
W00282,Ola,Delivery,Delhi,46,44,10.3,1622.0,74.2,0.314,0.332,0.153,0.22,1,0.447,21,0,32.5,0.3592,MEDIUM,11.13
W00283,Blinkit,Ride_Hailing,Hyderabad,39,36,3.7,536.0,114.7,0.269,0.423,0.187,0.13,0,0.852,16,0,50.8,0.2976,LOW,8.51
W00284,Ola,Delivery,Pune,55,92,3.5,1598.0,118.5,0.234,0.442,0.238,0.321,0,0.807,12,0,32.8,0.3302,MEDIUM,11.81
W00285,Ola,Courier,Thane,44,33,6.8,1165.0,119.4,0.021,0.125,0.077,0.266,3,0.856,20,0,34.3,0.2514,LOW,10.25
W00286,Amazon,Ride_Hailing,Hyderabad,49,47,7.0,883.0,78.7,0.083,0.684,0.272,0.373,1,0.842,29,0,49.8,0.3609,MEDIUM,11.86
W00287,Zomato,Ride_Hailing,Navi_Mumbai,33,67,7.7,1338.0,87.5,0.204,0.468,0.403,0.213,1,1.0,21,0,49.1,0.3509,MEDIUM,10.69
W00288,Blinkit,Courier,Mumbai,27,93,10.4,1574.0,54.7,0.597,0.406,0.198,0.686,0,0.855,15,0,14.2,0.4398,MEDIUM,12.49
W00289,Ola,Delivery,Pune,39,53,8.7,512.0,116.5,0.228,0.396,0.242,0.35,1,0.483,20,0,15.2,0.398,MEDIUM,10.65
W00290,Ola,Courier,Bengaluru,33,82,10.1,949.0,64.3,0.178,0.408,0.274,0.432,0,0.887,17,0,24.4,0.333,MEDIUM,11.25
W00291,Zepto,Quick_Commerce,Thane,31,12,3.5,909.0,15.1,0.33,0.05,0.262,0.106,1,0.9,12,1,20.9,0.1969,LOW,7.42
W00292,Zomato,Courier,Thane,44,86,6.2,1319.0,69.6,0.397,0.657,0.374,0.323,1,1.0,6,0,15.2,0.4134,MEDIUM,11.15
W00293,Amazon,Courier,Navi_Mumbai,41,20,12.7,1611.0,55.0,0.384,0.504,0.153,0.245,0,0.836,15,0,28.5,0.3619,MEDIUM,10.51
W00294,Uber,Courier,Bengaluru,30,74,7.3,1126.0,10.0,0.695,0.304,0.041,0.127,1,0.812,18,0,18.3,0.3146,LOW,10.05
W00295,Ola,Delivery,Hyderabad,27,52,5.2,998.0,64.9,0.49,0.701,0.224,0.243,2,0.799,15,0,38.1,0.4255,MEDIUM,10.97
W00296,Ola,Quick_Commerce,Bengaluru,38,59,12.9,1256.0,112.4,0.273,0.573,0.405,0.59,0,0.594,8,0,18.3,0.4943,MEDIUM,12.41
W00297,Zepto,Quick_Commerce,Thane,30,9,7.1,1018.0,99.5,0.624,0.436,0.037,0.105,1,0.839,30,1,25.8,0.3756,MEDIUM,11.28
W00298,Ola,Quick_Commerce,Bengaluru,27,52,7.8,350.0,99.4,0.267,0.608,0.029,0.062,0,0.876,16,0,40.8,0.309,LOW,7.88
W00299,Zomato,Delivery,Navi_Mumbai,26,9,5.2,1281.0,134.9,0.325,0.654,0.193,0.211,0,0.564,7,0,29.4,0.4088,MEDIUM,12.75
W00300,Swiggy,Courier,Hyderabad,43,53,9.6,1445.0,64.7,0.535,0.428,0.289,0.417,0,0.864,26,0,35.2,0.4148,MEDIUM,12.15
W00301,Uber,Delivery,Hyderabad,33,40,5.1,1476.0,44.9,0.623,0.574,0.332,0.14,2,0.747,17,0,36.0,0.4291,MEDIUM,12.74
W00302,Zepto,Ride_Hailing,Bengaluru,31,20,9.1,695.0,102.3,0.62,0.561,0.164,0.253,1,0.883,9,0,29.0,0.4495,MEDIUM,10.98
W00303,Swiggy,Ride_Hailing,Hyderabad,22,48,10.6,1313.0,97.5,0.035,,0.396,0.292,0,0.859,23,0,30.9,0.3337,MEDIUM,11.66
W00304,Amazon,Delivery,Mumbai,20,21,9.5,1636.0,,0.371,0.152,0.133,0.155,1,0.848,27,0,41.0,0.2681,LOW,10.19
W00305,Ola,Quick_Commerce,Delhi,44,8,3.9,1986.0,78.8,0.317,0.663,0.69,0.295,2,0.729,6,1,22.3,0.4769,MEDIUM,14.29
W00306,Swiggy,Delivery,Mumbai,54,4,3.8,1268.0,103.8,0.125,0.756,0.328,0.381,4,0.59,13,0,32.2,0.4517,MEDIUM,13.77
W00307,Uber,Quick_Commerce,Delhi,30,33,11.4,1444.0,94.6,0.118,0.597,0.251,0.188,1,1.0,26,2,16.4,0.3542,MEDIUM,11.8
W00308,Ola,Courier,Navi_Mumbai,50,72,12.0,753.0,110.6,0.696,0.492,0.168,0.406,1,0.674,12,0,19.2,0.5145,MEDIUM,11.21
W00309,Uber,Delivery,Hyderabad,40,56,4.4,707.0,61.5,0.238,0.235,0.103,0.103,0,0.91,18,0,8.9,0.2031,LOW,9.4
W00310,Swiggy,Quick_Commerce,Pune,29,12,6.8,1446.0,35.4,0.112,0.351,0.405,0.158,0,0.762,11,0,33.1,0.2677,LOW,9.25
W00311,Blinkit,Delivery,Bengaluru,39,43,9.5,387.0,53.0,0.448,0.227,0.335,0.126,0,0.752,20,0,21.4,0.3333,MEDIUM,9.91
W00312,Blinkit,Courier,Navi_Mumbai,22,56,11.4,1154.0,115.3,0.022,,0.289,0.394,1,0.912,22,1,41.5,0.3085,LOW,10.74
W00313,Swiggy,Courier,Mumbai,30,23,12.1,1601.0,121.2,0.136,0.127,0.209,0.145,1,0.671,21,0,28.6,0.3089,LOW,9.33
W00314,Zomato,Delivery,Bengaluru,45,14,10.0,1349.0,79.1,0.393,0.382,0.162,0.443,1,0.475,7,0,32.3,0.4129,MEDIUM,12.81
W00315,Zomato,Quick_Commerce,Thane,50,24,4.5,1347.0,137.9,0.294,0.535,0.282,0.202,1,0.836,8,0,36.0,0.385,MEDIUM,12.09
W00316,Blinkit,Ride_Hailing,Bengaluru,26,7,10.7,1083.0,79.3,0.495,0.439,0.216,0.25,1,0.654,13,0,23.7,0.4227,MEDIUM,12.4
W00317,Zepto,Ride_Hailing,Pune,52,24,11.6,957.0,67.1,0.26,0.393,0.062,0.306,0,0.797,15,1,27.3,0.3141,LOW,10.52
W00318,Zepto,Quick_Commerce,Hyderabad,41,52,6.5,1854.0,35.6,0.265,0.186,0.191,0.124,0,0.613,27,0,13.9,0.2391,LOW,10.58
W00319,Amazon,Ride_Hailing,Navi_Mumbai,26,77,7.9,1532.0,82.4,0.261,0.121,0.313,0.141,0,0.571,12,0,8.0,0.2944,LOW,11.17
W00320,Zepto,Ride_Hailing,Navi_Mumbai,47,84,4.7,1396.0,122.1,0.485,0.473,0.464,0.31,1,0.689,19,0,40.6,0.4642,MEDIUM,13.59
W00321,Uber,Delivery,Bengaluru,51,65,6.0,1110.0,129.4,0.399,0.477,0.392,0.262,0,0.823,19,0,25.6,0.4161,MEDIUM,11.73
W00322,Swiggy,Delivery,Bengaluru,28,35,11.7,896.0,122.4,0.53,0.911,0.442,0.212,1,0.652,14,2,27.7,0.587,MEDIUM,14.02
W00323,Blinkit,Courier,Mumbai,22,90,3.9,1478.0,102.5,0.583,0.405,0.124,0.438,1,0.933,18,1,34.9,0.3897,MEDIUM,11.68
W00324,Amazon,Delivery,Bengaluru,28,89,10.6,993.0,140.9,0.13,0.17,0.266,0.285,1,0.997,17,0,53.1,0.3201,LOW,9.74
W00325,Amazon,Ride_Hailing,Pune,46,35,4.0,1128.0,51.1,0.332,0.261,0.207,0.135,2,0.867,5,0,40.8,0.2729,LOW,10.63
W00326,Zomato,Delivery,Hyderabad,20,1,5.9,1315.0,126.5,0.26,0.68,0.255,0.623,0,0.676,9,0,40.8,0.4498,MEDIUM,11.95
W00327,Zomato,Courier,Delhi,28,42,8.8,1173.0,94.8,0.252,0.367,0.493,0.448,1,0.516,22,0,14.5,0.4386,MEDIUM,13.24
W00328,Swiggy,Ride_Hailing,Bengaluru,30,45,3.0,1642.0,92.4,0.519,0.76,0.058,0.095,1,0.535,16,0,19.4,0.4056,MEDIUM,13.3
W00329,Swiggy,Ride_Hailing,Navi_Mumbai,18,65,9.8,638.0,35.2,0.268,0.466,0.044,0.494,1,0.672,13,0,23.8,0.3391,MEDIUM,10.92
W00330,Ola,Delivery,Thane,40,15,6.2,1124.0,96.9,0.175,0.513,0.163,0.178,0,0.611,13,0,41.0,0.3186,LOW,8.73
